name,chr,start,end
83,chr20,47317849,47318049
84,chr20,47348849,47349049
85,chr20,47349049,47349249
86,chr20,47350049,47350249
87,chr20,47359849,47360049
88,chr21,33947826,33948026
89,chr21,33948026,33948226
90,chr7,44639876,44640076
91,chr7,44640076,44640276
92,chr7,104945317,104945517
93,chr6,7146168,7146368
94,chr6,26025593,26025793
95,chr6,26025993,26026193
96,chr6,26122393,26122593
97,chr6,31738244,31738444
98,chr6,35470045,35470245
99,chr5,80247025,80247225
100,chr5,134503210,134503410
101,chr5,179819594,179819794
102,chr5,179819994,179820194
103,chr5,179820194,179820394
104,chr5,179820394,179820594
105,chr3,39150905,39151105
106,chr3,39151305,39151505
107,chr3,39151505,39151705
108,chr3,39152305,39152505
109,chr3,49028763,49028963
110,chr3,51994744,51994944
111,chr3,53269744,53269944
112,chr3,141367868,141368068
113,chr3,177359318,177359518
114,chr3,177359518,177359718
115,chr2,43219157,43219357
116,chr2,70143564,70143764
117,chr2,87486366,87486566
118,chr2,101003706,101003906
119,chr2,177165226,177165426
120,chr2,201158232,201158432
121,chr1,8873154,8873354
122,chr1,23555722,23555922
123,chr1,23556722,23556922
124,chr1,26787122,26787322
125,chr1,36373212,36373412
126,chr1,36373612,36373812
127,chr1,36374212,36374412
128,chr1,36375012,36375212
129,chr1,36387812,36388012
130,chr1,37477612,37477812
131,chr1,44806541,44806741
132,chr1,44807141,44807341
133,chr1,44807541,44807741
134,chr1,44808341,44808541
135,chr1,44809141,44809341
136,chr1,150567300,150567500
137,chr1,150567700,150567900
138,chr1,150567900,150568100
139,chr1,150568100,150568300
140,chr1,156104585,156104785
141,chr1,156123985,156124185
142,chr1,156126785,156126985
143,chr1,156748184,156748384
144,chr1,161119586,161119786
145,chr1,234611631,234611831
146,chr9,129141100,129141300
147,chr9,133349124,133349324
148,chr13,98485145,98485345
149,chr12,6337373,6337573
150,chr12,6890575,6890775
151,chr12,45232950,45233150
152,chr12,45234150,45234350
153,chr12,45234550,45234750
154,chr12,45234950,45235150
155,chr12,45235150,45235350
156,chr12,45235550,45235750
157,chr12,56126349,56126549
158,chr12,75944153,75944353
159,chr12,75944353,75944553
160,chr12,108689695,108689895
161,chr12,108692495,108692695
162,chr12,120199214,120199414
163,chr12,124918101,124918301
164,chr11,9363877,9364077
165,chr11,9565877,9566077
166,chr11,9566077,9566277
167,chr11,9566277,9566477
168,chr11,9566477,9566677
169,chr11,47268673,47268873
170,chr11,57325950,57326150
171,chr11,61814752,61814952
172,chr11,62552552,62552752
173,chr11,62666352,62666552
174,chr11,62666552,62666752
175,chr11,62882952,62883152
176,chr11,65419753,65419953
177,chr11,65420153,65420353
178,chr11,65488953,65489153
179,chr11,65491553,65491753
180,chr11,67287953,67288153
181,chr11,67354153,67354353
182,chr11,72103506,72103706
183,chr11,118912681,118912881
184,chr10,103908252,103908452
185,chr17,7583158,7583358
186,chr17,17837361,17837561
187,chr17,40111621,40111821
188,chr17,40112021,40112221
189,chr17,40113621,40113821
190,chr17,44096106,44096306
191,chr17,44096306,44096506
192,chr17,59837057,59837257
193,chr17,59842057,59842257
194,chr16,14501642,14501842
195,chr16,14501842,14502042
196,chr16,87388493,87388693
197,chr16,87778893,87779093
198,chr16,87779293,87779493
199,chr15,92831166,92831366
200,chr14,73741744,73741944
201,chr19,4374803,4375003
202,chr19,4375603,4375803
203,chr19,4375803,4376003
204,chr19,8002116,8002316
205,chr19,13165186,13165386
206,chr19,13846386,13846586
207,chr19,13847986,13848186
208,chr19,18364590,18364790
209,chr19,18364990,18365190
210,chr19,18365190,18365390
211,chr19,18373990,18374190
212,chr19,38684920,38685120
213,chr19,38685120,38685320
214,chr19,38685920,38686120
215,chr19,38686320,38686520
216,chr19,45718102,45718302
217,chr19,45718302,45718502
218,chr19,47108103,47108303
219,chr19,47109103,47109303
220,chr19,47109703,47109903
221,chr19,48617331,48617531
222,chr18,3603002,3603202
223,chr18,3606002,3606202
224,chr22,36330009,36330209
225,chr22,36330809,36331009
226,chr22,36371209,36371409
227,chr22,38180647,38180847
228,chr20,10511352,10511552
229,chr20,47318049,47318249
230,chr20,47349249,47349449
231,chr20,47349849,47350049
232,chr20,47359449,47359649
233,chr20,47360049,47360249
234,chr20,53623254,53623454
235,chr21,33947626,33947826
236,chr7,1043638,1043838
237,chr7,44638876,44639076
238,chr7,44639076,44639276
239,chr7,100545841,100546041
240,chr7,104945517,104945717
241,chr6,7146568,7146768
242,chr6,7146768,7146968
243,chr6,26025793,26025993
244,chr6,29964644,29964844
245,chr6,35470245,35470445
246,chr6,43173684,43173884
247,chr5,172764992,172765192
248,chr5,179819794,179819994
249,chr5,181241994,181242194
250,chr4,38672184,38672384
251,chr3,39151905,39152105
252,chr3,48465997,48466197
253,chr3,51994544,51994744
254,chr3,53270144,53270344
255,chr3,172138116,172138316
256,chr2,43219357,43219557
257,chr2,87485566,87485766
258,chr2,101003906,101004106
259,chr2,111463752,111463952
260,chr2,111464152,111464352
261,chr2,218405433,218405633
262,chr2,218406033,218406233
263,chr1,8712954,8713154
264,chr1,8873354,8873554
265,chr1,23980723,23980923
266,chr1,26723122,26723322
267,chr1,26723522,26723722
268,chr1,26786722,26786922
269,chr1,28508901,28509101
270,chr1,36373812,36374012
271,chr1,36386812,36387012
272,chr1,36387012,36387212
273,chr1,37478212,37478412
274,chr1,37999541,37999741
275,chr1,53325540,53325740
276,chr1,150563900,150564100
277,chr1,150568700,150568900
278,chr1,156105185,156105385
279,chr1,156122785,156122985
280,chr1,156123585,156123785
281,chr1,156129985,156130185
282,chr1,156748384,156748584
283,chr1,161119386,161119586
284,chr1,234611831,234612031
285,chr1,234723830,234724030
286,chr1,234724230,234724430
287,chr9,89317465,89317665
288,chr9,129140900,129141100
289,chr9,129141300,129141500
290,chr9,129141500,129141700
291,chr9,133133192,133133392
292,chr8,94436796,94436996
293,chr8,102788596,102788796
294,chr8,102788796,102788996
295,chr8,102789396,102789596
296,chr13,98484745,98484945
297,chr13,98484945,98485145
298,chr12,14257799,14257999
299,chr12,31748999,31749199
300,chr12,46382750,46382950
301,chr12,108691495,108691695
302,chr12,108691695,108691895
303,chr12,108691895,108692095
304,chr12,108692295,108692495
305,chr12,108838295,108838495
306,chr12,122399300,122399500
307,chr12,122399700,122399900
308,chr12,122399900,122400100
309,chr12,124918301,124918501
310,chr12,124918501,124918701
311,chr11,355600,355800
312,chr11,46554674,46554874
313,chr11,47268873,47269073
314,chr11,57325750,57325950
315,chr11,57326150,57326350
316,chr11,62552952,62553152
317,chr11,62553152,62553352
318,chr11,62556352,62556552
319,chr11,62882752,62882952
320,chr11,65491753,65491953
321,chr11,72040106,72040306
322,chr11,118912481,118912681
323,chr10,72255036,72255236
324,chr10,102151853,102152053
325,chr17,2396556,2396756
326,chr17,7583358,7583558
327,chr17,17837161,17837361
328,chr17,17840961,17841161
329,chr17,28808456,28808656
330,chr17,28808656,28808856
331,chr17,35063668,35063868
332,chr17,35063868,35064068
333,chr17,35064068,35064268
334,chr17,40114021,40114221
335,chr17,44095306,44095506
336,chr17,59787057,59787257
337,chr17,59787257,59787457
338,chr17,59845857,59846057
339,chr17,59846657,59846857
340,chr16,2152998,2153198
341,chr16,4615998,4616198
342,chr16,20866177,20866377
343,chr16,56931387,56931587
344,chr16,56931587,56931787
345,chr16,87388093,87388293
346,chr16,87853293,87853493
347,chr16,87853493,87853693
348,chr15,90400564,90400764
349,chr15,90400764,90400964
350,chr15,90400964,90401164
351,chr14,23007551,23007751
352,chr14,61102929,61103129
353,chr14,73741944,73742144
354,chr14,76955904,76956104
355,chr14,76956104,76956304
356,chr14,104681218,104681418
357,chr14,104681418,104681618
358,chr19,4375403,4375603
359,chr19,4376203,4376403
360,chr19,13164786,13164986
361,chr19,18282590,18282790
362,chr19,18365390,18365590
363,chr19,18374190,18374390
364,chr19,34171855,34172055
365,chr19,38665320,38665520
366,chr19,38665920,38666120
367,chr19,38666520,38666720
368,chr19,38683520,38683720
369,chr19,38683920,38684120
370,chr19,38684520,38684720
371,chr19,38685520,38685720
372,chr19,38685720,38685920
373,chr19,38686120,38686320
374,chr19,39402120,39402320
375,chr19,39402320,39402520
376,chr19,47108703,47108903
377,chr18,3596602,3596802
378,chr18,3603202,3603402
379,chr18,23260038,23260238
380,chr22,30196011,30196211
381,chr20,31572336,31572536
382,chr20,31719336,31719536
383,chr20,31719936,31720136
384,chr20,47349449,47349649
385,chr20,47359249,47359449
386,chr20,50166456,50166656
387,chr20,50818456,50818656
388,chr21,33947426,33947626
389,chr21,33948226,33948426
390,chr21,33948626,33948826
391,chr7,44639676,44639876
392,chr7,100545641,100545841
393,chr6,7146968,7147168
394,chr6,26025393,26025593
395,chr6,29964444,29964644
396,chr6,30614444,30614644
397,chr6,33590245,33590445
398,chr6,34657245,34657445
399,chr6,34657845,34658045
400,chr6,44237285,44237485
401,chr6,73579556,73579756
402,chr5,181242194,181242394
403,chr3,39150705,39150905
404,chr3,53269944,53270144
405,chr3,69052759,69052959
406,chr3,133572666,133572866
407,chr2,26758428,26758628
408,chr2,70085964,70086164
409,chr2,87485366,87485566
410,chr2,111464552,111464752
411,chr2,201158032,201158232
412,chr2,216115432,216115632
413,chr2,218405633,218405833
414,chr1,8712354,8712554
415,chr1,8712554,8712754
416,chr1,23555322,23555522
417,chr1,23556122,23556322
418,chr1,26786922,26787122
419,chr1,36373412,36373612
420,chr1,36387212,36387412
421,chr1,37999341,37999541
422,chr1,44807341,44807541
423,chr1,44808141,44808341
424,chr1,110003655,110003855
425,chr1,150563700,150563900
426,chr1,156104185,156104385
427,chr1,156105785,156105985
428,chr1,156123385,156123585
429,chr1,156124185,156124385
430,chr1,156126185,156126385
431,chr1,156129785,156129985
432,chr1,156747984,156748184
433,chr1,161201586,161201786
434,chr1,234723630,234723830
435,chr1,234724430,234724630
436,chr1,234724630,234724830
437,chr1,234724830,234725030
438,chr9,96420697,96420897
439,chr9,129414100,129414300
440,chr9,129414300,129414500
441,chr9,133133392,133133592
442,chr8,94436596,94436796
443,chr8,94436996,94437196
444,chr12,6335373,6335573
445,chr12,6337773,6337973
446,chr12,45234750,45234950
447,chr12,45235750,45235950
448,chr12,56126549,56126749
449,chr12,56300949,56301149
450,chr12,75943953,75944153
451,chr12,108689495,108689695
452,chr12,108690895,108691095
453,chr12,108691095,108691295
454,chr12,108692695,108692895
455,chr12,118120612,118120812
456,chr11,355400,355600
457,chr11,355800,356000
458,chr11,6606794,6606994
459,chr11,6607194,6607394
460,chr11,6607394,6607594
461,chr11,6607594,6607794
462,chr11,47407473,47407673
463,chr11,62553552,62553752
464,chr11,62556552,62556752
465,chr11,65419353,65419553
466,chr11,65653153,65653353
467,chr11,65653353,65653553
468,chr11,67288153,67288353
469,chr11,72039906,72040106
470,chr11,118912881,118913081
471,chr10,72321436,72321636
472,chr10,72321636,72321836
473,chr10,102151653,102151853
474,chr10,103908452,103908652
475,chr10,103908652,103908852
476,chr17,28746255,28746455
477,chr17,40111221,40111421
478,chr17,43483506,43483706
479,chr17,59837257,59837457
480,chr17,59846457,59846657
481,chr17,59846857,59847057
482,chr16,21502578,21502778
483,chr16,29595778,29595978
484,chr15,58332109,58332309
485,chr15,88638165,88638365
486,chr15,92917566,92917766
487,chr15,92917766,92917966
488,chr14,23320551,23320751
489,chr14,55103529,55103729
490,chr14,55103729,55103929
491,chr14,75258744,75258944
492,chr19,1270601,1270801
493,chr19,1415401,1415601
494,chr19,3983602,3983802
495,chr19,5968189,5968389
496,chr19,5968389,5968589
497,chr19,6737989,6738189
498,chr19,6738389,6738589
499,chr19,6738789,6738989
500,chr19,8001916,8002116
501,chr19,8002316,8002516
502,chr19,11142924,11143124
503,chr19,11143124,11143324
504,chr19,11143324,11143524
505,chr19,13164986,13165186
506,chr19,13846586,13846786
507,chr19,13846786,13846986
508,chr19,18282390,18282590
509,chr19,18373590,18373790
510,chr19,18373790,18373990
511,chr19,18374390,18374590
512,chr19,34171655,34171855
513,chr19,38665720,38665920
514,chr19,38682920,38683120
515,chr19,38683120,38683320
516,chr19,38684320,38684520
517,chr19,38684720,38684920
518,chr19,39398120,39398320
519,chr19,45455902,45456102
520,chr19,45456102,45456302
521,chr19,47108303,47108503
522,chr19,47109503,47109703
523,chr22,30195811,30196011
524,chr22,30196211,30196411
525,chr22,35376807,35377007
526,chr22,35377207,35377407
527,chr22,36329009,36329209
528,chr22,36329209,36329409
529,chr22,36329609,36329809
530,chr22,36329809,36330009
531,chr22,36330209,36330409
532,chr20,31720136,31720336
533,chr20,47317649,47317849
534,chr20,47318249,47318449
535,chr20,47318449,47318649
536,chr20,47318649,47318849
537,chr20,47349649,47349849
538,chr20,47359049,47359249
539,chr20,50165656,50165856
540,chr20,50165856,50166056
541,chr20,50818256,50818456
542,chr21,43728291,43728491
543,chr7,44640276,44640476
544,chr7,100545441,100545641
545,chr6,7146368,7146568
546,chr6,7147168,7147368
547,chr6,34657445,34657645
548,chr6,34657645,34657845
549,chr5,181241794,181241994
550,chr3,141368068,141368268
551,chr3,157089317,157089517
552,chr3,172140716,172140916
553,chr3,177360318,177360518
554,chr2,26758228,26758428
555,chr2,43221157,43221357
556,chr2,70085764,70085964
557,chr2,70086164,70086364
558,chr2,70143364,70143564
559,chr2,87486166,87486366
560,chr1,10387756,10387956
561,chr1,23555922,23556122
562,chr1,23556322,23556522
563,chr1,23556522,23556722
564,chr1,26786522,26786722
565,chr1,28508701,28508901
566,chr1,32179212,32179412
567,chr1,36374812,36375012
568,chr1,37478012,37478212
569,chr1,37999741,37999941
570,chr1,38000141,38000341
571,chr1,38000341,38000541
572,chr1,44806741,44806941
573,chr1,44807941,44808141
574,chr1,89906853,89907053
575,chr1,110004055,110004255
576,chr1,145979040,145979240
577,chr1,150564100,150564300
578,chr1,150568500,150568700
579,chr1,150568900,150569100
580,chr1,154971100,154971300
581,chr1,154971500,154971700
582,chr1,155983585,155983785
583,chr1,156105385,156105585
584,chr1,156122985,156123185
585,chr1,156126585,156126785
586,chr1,161201786,161201986
587,chr9,35728603,35728803
588,chr9,128072100,128072300
589,chr9,129139300,129139500
590,chr9,129139500,129139700
591,chr9,133349324,133349524
592,chr12,6335573,6335773
593,chr12,6337573,6337773
594,chr12,6531973,6532173
595,chr12,6532373,6532573
596,chr12,31749199,31749399
597,chr12,45234350,45234550
598,chr12,45235350,45235550
599,chr12,46382550,46382750
600,chr12,75944553,75944753
601,chr12,75944753,75944953
602,chr12,108838095,108838295
603,chr12,122400100,122400300
604,chr12,124917901,124918101
605,chr11,6606394,6606594
606,chr11,46554274,46554474
607,chr11,46554474,46554674
608,chr11,61971552,61971752
609,chr11,61971752,61971952
610,chr11,62552752,62552952
611,chr11,62622352,62622552
612,chr11,65420353,65420553
613,chr11,65487753,65487953
614,chr11,65487953,65488153
615,chr11,65488153,65488353
616,chr11,65488353,65488553
617,chr11,65488553,65488753
618,chr11,65488753,65488953
619,chr11,65489553,65489753
620,chr11,65489753,65489953
621,chr11,65489953,65490153
622,chr11,72103706,72103906
623,chr11,118912281,118912481
624,chr10,75209836,75210036
625,chr10,102151453,102151653
626,chr17,7579158,7579358
627,chr17,17752761,17752961
628,chr17,17840761,17840961
629,chr17,28746455,28746655
630,chr17,28808256,28808456
631,chr17,40111421,40111621
632,chr17,40111821,40112021
633,chr17,64147108,64147308
634,chr17,64147308,64147508
635,chr16,2152798,2152998
636,chr16,4615798,4615998
637,chr16,14501442,14501642
638,chr16,53098787,53098987
639,chr16,53098987,53099187
640,chr16,87387893,87388093
641,chr16,87779093,87779293
642,chr16,87853093,87853293
643,chr15,41283310,41283510
644,chr15,43800110,43800310
645,chr15,65832608,65832808
646,chr15,90401164,90401364
647,chr15,90401364,90401564
648,chr14,61102529,61102729
649,chr14,61102729,61102929
650,chr14,61104129,61104329
651,chr14,75258544,75258744
652,chr14,76955504,76955704
653,chr19,1265001,1265201
654,chr19,1265201,1265401
655,chr19,3983802,3984002
656,chr19,4374603,4374803
657,chr19,4376003,4376203
658,chr19,6738189,6738389
659,chr19,13846186,13846386
660,chr19,13846986,13847186
661,chr19,18374590,18374790
662,chr19,38665520,38665720
663,chr19,38686720,38686920
664,chr19,39434520,39434720
665,chr19,47108503,47108703
666,chr22,36329409,36329609
667,chr22,36371009,36371209
668,chr22,38180847,38181047
669,chr20,31719536,31719736
670,chr20,31719736,31719936
671,chr20,47359649,47359849
672,chr20,47360249,47360449
673,chr20,50818656,50818856
674,chr21,33948426,33948626
675,chr21,43727691,43727891
676,chr6,30614644,30614844
677,chr6,52517843,52518043
678,chr6,52518043,52518243
679,chr6,73579756,73579956
680,chr6,73579956,73580156
681,chr5,134503410,134503610
682,chr5,172765192,172765392
683,chr5,179819394,179819594
684,chr3,39151105,39151305
685,chr3,39151705,39151905
686,chr3,39152105,39152305
687,chr3,52052744,52052944
688,chr3,53270344,53270544
689,chr3,133572866,133573066
690,chr3,172140516,172140716
691,chr3,177360118,177360318
692,chr3,184185318,184185518
693,chr2,27381029,27381229
694,chr2,43218957,43219157
695,chr2,43220957,43221157
696,chr2,70132364,70132564
699,chr2,218405833,218406033
700,chr1,8712754,8712954
701,chr1,23555122,23555322
702,chr1,23555522,23555722
703,chr1,26723322,26723522
704,chr1,36374012,36374212
705,chr1,36374412,36374612
706,chr1,36374612,36374812
707,chr1,36387412,36387612
708,chr1,36387612,36387812
709,chr1,36388012,36388212
710,chr1,37477812,37478012
711,chr1,37999941,38000141
712,chr1,38001141,38001341
713,chr1,44806941,44807141
714,chr1,44807741,44807941
715,chr1,53325740,53325940
716,chr1,89906653,89906853
717,chr1,110003855,110004055
718,chr1,110004255,110004455
719,chr1,145979240,145979440
720,chr1,145978840,145979040
721,chr1,150567500,150567700
722,chr1,154970900,154971100
723,chr1,154971300,154971500
724,chr1,154971700,154971900
725,chr1,156104785,156104985
726,chr1,156104985,156105185
727,chr1,156105585,156105785
728,chr1,156122585,156122785
729,chr1,156123185,156123385
730,chr1,156123785,156123985
731,chr1,156126385,156126585
732,chr1,156130185,156130385
733,chr1,156747784,156747984
734,chr1,234724030,234724230
735,chr9,35073003,35073203
736,chr9,35073203,35073403
737,chr9,89317665,89317865
738,chr9,96420897,96421097
739,chr9,133133592,133133792
740,chr8,102788996,102789196
741,chr8,102789196,102789396
743,chr2,88001566,88001766
744,chr3,127061467,127061667
745,chr3,172261516,172261716
746,chr3,176526318,176526518
747,chr4,113209395,113209595
749,chr7,70540478,70540678
750,chr7,107975319,107975519
751,chr7,152412182,152412382
752,chr9,129936300,129936500
753,chr12,44654550,44654750
754,chr13,34935463,34935663
755,chr16,88258293,88258493
756,chr17,18409361,18409561
757,chr17,73091266,73091466
758,chr22,27680203,27680403
759,chrX,138666973,138667173
760,chr1,17335918,17336118
761,chr1,19352919,19353119
762,chr1,43552942,43553142
763,chr1,54813539,54813739
764,chr1,226474276,226474476
765,chr4,694411,694611
766,chr4,80462022,80462222
767,chr5,115864604,115864804
768,chr5,130156408,130156608
769,chr5,139641631,139641831
770,chr6,9085968,9086168
771,chr6,143055970,143056170
772,chr7,15781850,15782050
773,chr7,30354459,30354659
775,chr9,33415402,33415602
776,chr9,129506300,129506500
777,chr10,47307967,47308167
778,chr12,1843973,1844173
779,chr14,67198930,67199130
780,chr15,40238107,40238307
781,chr16,19316977,19317177
782,chr16,84558493,84558693
783,chr17,79029723,79029923
784,chr19,10085524,10085724
785,chr22,26570035,26570235
786,chr2,85456766,85456966
787,chr2,134825760,134825960
788,chr3,183826918,183827118
789,chr5,714685,714885
790,chr5,129399208,129399408
791,chr6,15207990,15208190
792,chr6,73129756,73129956
793,chr6,132967968,132968168
794,chr6,142148570,142148770
795,chr7,139955132,139955332
796,chr10,81901064,81901264
797,chr12,117118612,117118812
798,chr12,131428102,131428302
799,chr13,107562851,107563051
800,chr14,77654904,77655104
801,chr16,52310587,52310787
802,chr17,37609439,37609639
803,chr17,57782240,57782440
804,chr19,709000,709200
805,chr20,12596153,12596353
806,chr21,31914417,31914617
807,chr21,36792629,36792829
808,chr22,48683476,48683676
809,chrX,79366247,79366447
810,chr1,58702740,58702940
811,chr1,180240042,180240242
812,chr2,84313565,84313765
813,chr3,57159132,57159332
814,chr4,3304075,3304275
815,chr6,42183884,42184084
816,chr7,6374244,6374444
817,chr7,21539457,21539657
818,chr9,97072897,97073097
819,chr9,99722897,99723097
820,chr10,46323558,46323758
821,chr11,12461277,12461477
822,chr11,122524082,122524282
823,chr12,97461891,97462091
824,chr15,40766710,40766910
825,chr17,43919106,43919306
826,chr2,85456566,85456766
827,chr2,183511227,183511427
828,chr3,78897360,78897560
829,chr5,127328809,127329009
830,chr5,141743249,141743449
831,chr6,24693193,24693393
832,chr7,100643441,100643641
833,chr10,14330195,14330395
834,chr11,6475594,6475794
835,chr11,113861068,113861268
836,chr13,39578863,39579063
837,chr14,74414744,74414944
838,chr15,50058111,50058311
839,chr17,33970268,33970468
840,chr17,79860406,79860606
841,chr18,10087203,10087403
842,chr18,59579588,59579788
843,chrX,21840761,21840961
844,chr9,112848099,112848299
845,chr15,35020507,35020707
846,chr9,126346900,126347100
847,chr19,7380714,7380914
848,chr12,117101612,117101812
849,chr4,76073823,76074023
850,chr17,14323758,14323958
851,chr19,38494120,38494320
852,chr6,78580964,78581164
853,chr14,49809132,49809332
854,chr1,197811847,197812047
855,chr2,61581561,61581761
857,chr21,27269810,27270010
858,chr22,49718348,49718548
859,chr10,35525866,35526066
860,chr2,77966366,77966566
861,chr3,62919885,62920085
862,chr11,13003677,13003877
863,chr18,47975831,47976031
864,chr19,28990653,28990853
865,chr4,188031252,188031452
866,chr13,83931264,83931464
867,chr6,33015445,33015645
868,chr2,50773558,50773758
869,chr2,211664030,211664230
870,chr8,22781342,22781542
871,chr1,70588929,70589129
872,chr10,1421205,1421405
873,chr19,24038958,24039158
874,chr11,22338878,22339078
875,chr1,160810786,160810986
876,chr20,62500149,62500349
877,chr12,67572753,67572953
878,chr2,35416030,35416230
879,chr4,122696795,122696995
880,chr14,54674332,54674532
881,chr11,117139274,117139474
882,chr17,50076637,50076837
883,chr5,129725808,129726008
884,chr2,47678557,47678757
885,chr5,79689021,79689221
886,chr14,82396903,82397103
887,chr1,242211875,242212075
888,chr1,227920276,227920476
889,chr8,5565670,5565870
890,chr2,187566028,187566228
891,chr2,193348230,193348430
892,chr3,151102923,151103123
893,chr4,134624395,134624595
894,chr5,6143087,6143287
895,chr6,136506369,136506569
896,chr6,151101971,151102171
897,chr7,29282859,29283059
898,chr9,27354002,27354202
899,chr10,75538836,75539036
900,chr11,2003194,2003394
901,chr11,69101156,69101356
902,chr14,95981910,95982110
903,chr15,74263806,74264006
904,chr15,89468565,89468765
905,chr17,3972557,3972757
907,chr20,51598454,51598654
908,chr20,61565749,61565949
909,chr20,63234003,63234203
910,chr22,45845656,45845856
911,chrX,8704359,8704559
912,chrX,45904021,45904221
913,chr2,180146028,180146228
914,chr3,23746305,23746505
915,chr3,191922317,191922517
916,chr5,170264218,170264418
917,chr6,18485190,18485390
918,chr6,34141245,34141445
919,chr6,129196162,129196362
920,chr8,128463772,128463972
921,chr9,2213600,2213800
922,chr9,99299897,99300097
923,chr13,19686660,19686860
924,chr14,48264847,48265047
925,chr14,70291530,70291730
926,chr15,60120509,60120709
927,chr16,660199,660399
928,chr16,2998398,2998598
929,chr16,29911978,29912178
930,chr22,42381250,42381450
931,chrX,63755195,63755395
932,chr1,3353776,3353976
933,chr1,12065556,12065756
934,chr1,114023455,114023655
935,chr3,191671517,191671717
936,chr5,34545138,34545338
937,chr5,143737042,143737242
938,chr5,176775193,176775393
939,chr5,176942593,176942793
940,chr6,168332871,168333071
941,chr7,138204114,138204314
943,chr9,125429100,125429300
944,chr10,103191453,103191653
945,chr11,94657986,94658186
946,chr11,127036895,127037095
947,chr12,76624289,76624489
948,chr12,78874489,78874689
949,chr13,72535061,72535261
950,chr14,68629330,68629530
951,chr16,1249198,1249398
952,chr16,8887242,8887442
953,chr17,36842822,36843022
954,chr18,35492238,35492438
955,chr20,61515949,61516149
956,chr21,29860212,29860412
957,chr22,29885011,29885211
958,chrX,92829145,92829345
959,chr1,164592939,164593139
960,chr2,113672753,113672953
962,chr3,18993104,18993304
963,chr4,91567226,91567426
964,chr4,158261398,158261598
965,chr5,90304827,90305027
966,chr6,144644371,144644571
967,chr7,27433856,27434056
968,chr7,143885974,143886174
969,chr10,59015834,59016034
970,chr11,132332296,132332496
971,chr13,54133064,54133264
972,chr14,103347510,103347710
973,chr15,83477044,83477244
974,chr16,76886202,76886402
975,chr17,29596056,29596256
976,chr20,33674333,33674533
977,chr21,33859226,33859426
979,chrX,116813804,116814004
980,chr1,57356940,57357140
981,chr2,149315840,149316040
982,chr2,206232231,206232431
983,chr2,235757417,235757617
984,chr2,235848417,235848617
985,chr3,116115063,116115263
986,chr3,195810132,195810332
987,chr4,90733226,90733426
988,chr4,182083453,182083653
989,chr5,73484019,73484219
990,chr6,11993181,11993381
991,chr7,13749650,13749850
992,chr7,128017511,128017711
993,chr9,8750600,8750800
994,chr9,78025064,78025264
995,chr9,85156465,85156665
996,chr14,33165043,33165243
997,chr15,70631207,70631407
998,chr22,32211813,32212013
999,chr5,119403406,119403606
1000,chr2,187558428,187558628
1001,chr16,70660396,70660596
1002,chr5,162809216,162809416
1003,chr4,151553198,151553398
1004,chr18,37188639,37188839
1005,chr19,17847191,17847391
1006,chr7,155225557,155225757
1007,chr2,9393620,9393820
1008,chr4,104692194,104692394
1009,chr1,10819756,10819956
